0 30 28 5 10 6 12 26 18 19 13 11 16 8 24 29 20 14 3 33 22 9 1 27 15 7 4 31 23 25 2 17 32 21 
0 15 19 16 13 1 8 3 11 17 27 21 9 22 26 6 10 20 24 31 2 5 32 33 25 12 29 7 14 4 30 28 18 23 
0 12 26 25 10 22 7 5 20 16 19 28 2 31 24 6 3 23 18 13 32 33 11 17 8 21 27 9 4 29 14 15 1 30 
0 15 2 26 12 30 31 23 32 19 16 13 1 8 3 11 17 27 21 9 22 6 10 20 24 5 33 25 29 7 14 4 28 18 
0 12 26 25 4 22 7 5 20 16 19 28 2 31 24 6 30 14 29 33 32 13 18 23 11 17 15 9 27 1 8 21 3 10 
0 15 3 5 14 2 4 6 12 20 26 10 7 11 23 19 16 13 1 8 22 17 27 21 9 28 18 32 33 25 30 31 29 24 
0 15 7 26 12 30 3 5 14 4 6 20 24 31 25 10 2 11 23 19 16 13 1 8 22 17 27 21 9 28 18 32 33 29 
0 12 26 25 15 7 30 3 5 14 4 6 20 24 31 10 2 11 23 19 16 13 1 8 22 17 27 21 9 28 18 32 33 29 
0 30 31 12 26 25 15 7 3 5 14 4 6 20 24 10 2 11 23 19 16 13 1 8 22 17 27 21 9 28 18 32 33 29 
0 30 31 12 26 25 4 22 15 7 3 5 14 6 20 24 10 2 11 23 19 16 28 29 33 32 13 18 17 9 27 1 8 21 
0 12 26 25 4 22 15 7 30 3 5 14 6 20 24 31 10 2 29 11 23 19 16 28 33 32 13 18 17 9 27 1 8 21 
0 30 31 12 26 25 4 22 15 7 3 5 14 6 20 24 10 29 2 11 23 19 16 13 18 32 33 28 17 9 27 1 8 21 
0 30 31 12 26 25 4 22 15 7 3 5 14 6 20 24 10 2 29 11 23 19 16 28 33 32 13 18 17 9 27 1 8 21 
0 30 31 12 26 25 4 22 13 28 16 19 23 11 2 29 10 24 20 6 14 5 3 7 15 17 9 27 1 8 21 33 32 18 
0 26 12 30 3 5 31 25 4 22 15 7 14 6 20 24 10 2 29 11 23 19 16 28 33 32 13 17 9 27 1 8 21 18 
0 26 12 30 3 5 14 31 25 4 22 15 7 6 20 24 10 2 13 28 16 19 23 11 29 17 9 27 1 8 21 33 32 18 
0 26 12 30 3 5 14 31 25 4 22 15 7 6 20 24 10 2 13 28 16 19 23 11 29 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 14 31 25 4 22 15 7 6 20 10 2 29 11 23 19 16 28 13 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 14 31 25 4 22 15 7 6 20 10 2 13 28 16 19 23 11 29 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 25 31 4 22 15 7 14 6 20 10 2 13 28 16 19 23 11 29 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 25 31 4 22 15 7 14 6 20 10 2 13 28 16 19 23 11 29 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 25 31 4 22 15 7 14 6 20 10 2 13 28 16 23 19 11 29 17 9 27 1 8 21 33 32 18 
0 26 24 12 30 3 5 31 25 4 22 15 7 14 6 20 10 2 13 28 16 23 19 11 29 17 9 27 1 8 21 18 32 33 
0 26 24 12 30 3 5 25 31 4 22 15 7 14 6 20 10 2 13 28 16 23 19 11 29 17 9 27 1 8 21 18 32 33 
